ROWID_OBJECT,CREATOR,CREATE_DATE,UPDATED_BY,LAST_UPDATE_DATE,CONSOLIDATION_IND,DELETED_IND,DELETED_BY,DELETED_DATE,LAST_ROWID_SYSTEM,DIRTY_IND,INTERACTION_ID,HUB_STATE_IND,CM_DIRTY_IND,PRODUCT_ID_CD,UOM,PRODUCT_CATEGORY,PRODUCT_ITEM,PRODUCT_CLASSIFICATION_CD,BRAND_CD,IMP_DOM_INDICATOR,MATERIAL_TYPE,HS_CD,BRAND_LINE,COLOR_NM,MATERIAL_NM,S_CLASS_CD,SIZE_CD,T_CLASS_CD,TYPE_CD,GENDER_CD,PRODUCT_LIFE_CD,QUANTITY_WITHIN_SET,BOARD_BANNED_YN,INTERNET_SALES_YN,FLAMMABLE_YN,NATION_CD,WEIGHT,WEIGHT_UNIT,VOLUME_LENGTH,VOLUME_WIDTH,VOLUME_HEIGHT,VOLUME_MEA_UNIT,VOLUME,VOLUME_UNIT,QUANTITY_WITHIN_BOX,QUANTITY_WITHIN_BOX_UNIT,QUANTITY_WITHIN_PACK,QUANTITY_WITHIN_PACK_UNIT,MANUF_CD,G_KINDS_CLS,G_KINDS_CD,G_FOODCLASS_CD,G_AGE_CD,F_COLOR_TYPE_CD,F_SKIN_TYPE_CD,F_SPF_INDEX_CD,F_PRODUCTION_TYPE_CLS,F_PRODUCTION_TYPE_CD,F_HAIR_TYPE_CD,F_FLAVOR_TYPE_CD,F_AGE_CD,F_SHEET_TYPE_CD,F_BRUSH_TYPE_CD,F_WATERP_CD,F_INCH_CD,F_BAND_CD,F_MOVEMENT_CD,F_SIZE_CD,F_PEN_CD,F_PENPOINT_CD,F_VOLTAGE_CD,F_PIXELS_CD,F_SCREEN_SIZE_CD,F_PLAY_VIDEO_YN_CD,F_OPTICAL_ZOOM_CD,F_RESVD_1,F_RESVD_2,F_RESVD_3,F_RESVD_4,F_RESVD_5,F_RESVD_6,F_RESVD_7,F_RESVD_8,F_RESVD_9,F_RESVD_10,USE_FG,CRE_TIMESTAMP,UDT_TIMESTAMP,CRE_ID,UDT_ID,DUP_CHK,CHG_REASON,FTC_CD,LIQUID_YN
5793,admin,2015/12/28 오전 10:40:16.962000,admin,2017/01/19 오전 0:00:10.503000,4,,,,MDM ,,,1,,000814003821,EA,14,1410,141015,0008,041|0,Z001,4202211090,LONGCHAMP 3D,542,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LONGCHAMP3D|1279770542|542|LEATHER|02||||,,12,N
5795,admin,2015/12/28 오전 10:40:16.962000,admin,2017/01/19 오전 0:00:10.508000,4,,,,MDM ,,,1,,000814003822,EA,14,1410,141015,0008,041|0,Z001,4202211090,LONGCHAMP 3D,542,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,ZZ,0,KG,0,0,0,,0,,,,,,,101|101,101|101|102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB,,N,01-14-2014 00:00:00,04-04-2016 13:39:17,RFC_MDM_E,97353,141015|0008|LONGCHAMP3D|1285770542|542|LEATHER|02||||,,12,N
5797,admin,2015/12/28 오전 10:40:16.963000,admin,2017/01/19 오전 0:00:10.514000,4,,,,MDM ,,,1,,000814003823,EA,14,1410,141015,0008,041|0,Z001,4202211090,LONGCHAMP 3D PERFO,017,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LONGCHAMP3DPERFO|1285771017|017|LEATHER|02||||,,12,N
5799,admin,2015/12/28 오전 10:40:16.963000,admin,2017/01/19 오전 0:00:10.520000,4,,,,MDM ,,,1,,000814003824,EA,14,1410,141015,0008,041|0,Z001,4202211090,LONGCHAMP 3D PERFO,713,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LONGCHAMP3DPERFO|1285771713|713|LEATHER|02||||,,12,N
5801,admin,2015/12/28 오전 10:40:16.963000,admin,2017/01/19 오전 0:00:10.526000,4,,,,MDM ,,,1,,000814003825,EA,14,1430,143010,0008,041|0,Z001,4202111020,LE PLIAGE,001,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143010|0008|LEPLIAGE|1462089001|001|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5803,admin,2015/12/28 오전 10:40:16.963000,admin,2017/01/19 오전 0:00:10.532000,4,,,,MDM ,,,1,,000814003826,EA,14,1430,143010,0008,041|0,Z001,4202111020,LE PLIAGE,545,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143010|0008|LEPLIAGE|1462089545|545|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5805,admin,2015/12/28 오전 10:40:16.964000,admin,2017/01/19 오전 0:00:10.538000,4,,,,MDM ,,,1,,000814003827,EA,14,1430,143010,0008,041|0,Z001,4202111020,LE PLIAGE,645,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143010|0008|LEPLIAGE|1462089645|645|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5807,admin,2015/12/28 오전 10:40:16.964000,admin,2017/01/19 오전 0:00:10.544000,4,,,,MDM ,,,1,,000814003829,EA,14,1410,141015,0008,041|0,Z001,4202211050,FLEURS DE RAVELLO,406,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|FLEURSDERAVELLO|1512577406|406|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5809,admin,2015/12/28 오전 10:40:16.964000,admin,2017/01/19 오전 0:00:10.549000,4,,,,MDM ,,,1,,000814003834,EA,14,1410,141015,0008,041|0,Z001,4202211050,FLEURS DE RAVELLO,018,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|FLEURSDERAVELLO|1515577018|018|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5811,admin,2015/12/28 오전 10:40:16.964000,admin,2017/01/19 오전 0:00:10.556000,4,,,,MDM ,,,1,,000814003835,EA,14,1410,141015,0008,041|0,Z001,4202211050,FLEURS DE RAVELLO,406,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|FLEURSDERAVELLO|1515577406|406|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5813,admin,2015/12/28 오전 10:40:16.965000,admin,2017/01/19 오전 0:00:10.561000,4,,,,MDM ,,,1,,000814003837,EA,14,1410,141015,0008,041|0,Z001,4202211050,TRIBU LONGCHAMP TOILE,292,CANVAS,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|TRIBULONGCHAMPTOILE|1515581292|292|CANVAS|02||||,,12,N
5815,admin,2015/12/28 오전 10:40:16.965000,admin,2017/01/19 오전 0:00:10.567000,4,,,,MDM ,,,1,,000814003838,EA,14,1410,141012,0008,041|0,Z001,4202211090,LE PLIAGE CUIR,017,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|LEPLIAGECUIR|1515737017|017|LEATHER|02||||,,12,N
5817,admin,2015/12/28 오전 10:40:16.965000,admin,2017/01/19 오전 0:00:10.573000,4,,,,MDM ,,,1,,000814003839,EA,14,1410,141012,0008,041|0,Z001,4202211090,LE PLIAGE CUIR,018,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|LEPLIAGECUIR|1515737018|018|LEATHER|02||||,,12,N
5819,admin,2015/12/28 오전 10:40:16.965000,admin,2017/01/19 오전 0:00:10.579000,4,,,,MDM ,,,1,,000814003841,EA,14,1410,141012,0008,041|0,Z001,4202211090,LE PLIAGE CUIR,406,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|LEPLIAGECUIR|1515737406|406|LEATHER|02||||,,12,N
5821,admin,2015/12/28 오전 10:40:16.966000,admin,2017/01/19 오전 0:00:10.585000,4,,,,MDM ,,,1,,000814003849,EA,14,1410,141012,0008,041|0,Z001,4202211090,LM CUIR,174,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|LMCUIR|1525746174|174|LEATHER|02||||,,12,N
5823,admin,2015/12/28 오전 10:40:16.966000,admin,2017/01/19 오전 0:00:10.591000,4,,,,MDM ,,,1,,000814003851,EA,14,1410,141011,0008,041|0,Z001,4202211040,VEAU FOULONNE,484,CALF,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141011|0008|VEAUFOULONNE|1548021484|484|CALF|02||||,,12,N
5825,admin,2015/12/28 오전 10:40:16.966000,admin,2017/01/19 오전 0:00:10.693000,4,,,,MDM ,,,1,,000814003852,EA,14,1410,141015,0008,041|0,Z001,4202211050,PLANETES,017,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|PLANETES|1601002017|017|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5827,admin,2015/12/28 오전 10:40:16.967000,admin,2017/01/19 오전 0:00:10.698000,4,,,,MDM ,,,1,,000814003853,EA,14,1410,141015,0008,041|0,Z001,4202211050,PLANETES,264,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|PLANETES|1601002264|264|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5829,admin,2015/12/28 오전 10:40:16.967000,admin,2017/01/19 오전 0:00:10.704000,4,,,,MDM ,,,1,,000814003855,EA,14,1410,141015,0008,041|0,Z001,4202211050,PLANETES,264,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|PLANETES|1602002264|264|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5831,admin,2015/12/28 오전 10:40:16.967000,admin,2017/01/19 오전 0:00:10.710000,4,,,,MDM ,,,1,,000814003856,EA,14,1410,141015,0008,041|0,Z001,4202211050,VEAU FOULONNE,484,CALF,,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|VEAUFOULONNE|1621021484|484|CALF|02||||,,12,N
5833,admin,2015/12/28 오전 10:40:16.967000,admin,2017/01/19 오전 0:00:10.715000,4,,,,MDM ,,,1,,000814003858,EA,14,1410,141015,0008,041|0,Z001,4202211050,LE PLIAGE,018,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LEPLIAGE|1621089018|018|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5835,admin,2015/12/28 오전 10:40:16.968000,admin,2017/01/19 오전 0:00:10.721000,4,,,,MDM ,,,1,,000814003859,EA,14,1410,141015,0008,041|0,Z001,4202211050,LE PLIAGE,072,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LEPLIAGE|1621089072|072|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5837,admin,2015/12/28 오전 10:40:16.968000,admin,2017/01/19 오전 0:00:10.726000,4,,,,MDM ,,,1,,000814003860,EA,14,1410,141015,0008,041|0,Z001,4202211050,LE PLIAGE,174,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LEPLIAGE|1621089174|174|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5839,admin,2015/12/28 오전 10:40:16.968000,admin,2017/01/19 오전 0:00:10.732000,4,,,,MDM ,,,1,,000814003864,EA,14,1410,141015,0008,041|0,Z001,4202211050,LE PLIAGE,072,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LEPLIAGE|1623089072|072|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5841,admin,2015/12/28 오전 10:40:16.968000,admin,2017/01/19 오전 0:00:10.738000,4,,,,MDM ,,,1,,000814003865,EA,14,1410,141015,0008,041|0,Z001,4202211050,LE PLIAGE,174,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,ZZ,0,KG,0,0,0,,0,,,,,,,101|101,101|101|102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LEPLIAGE|1623089174|174|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5843,admin,2015/12/28 오전 10:40:16.969000,admin,2017/01/19 오전 0:00:10.743000,4,,,,MDM ,,,1,,000814003866,EA,14,1410,141015,0008,041|0,Z001,4202211050,LE PLIAGE,279,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LEPLIAGE|1623089279|279|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5845,admin,2015/12/28 오전 10:40:16.969000,admin,2017/01/19 오전 0:00:10.749000,4,,,,MDM ,,,1,,000814003867,EA,14,1410,141015,0008,041|0,Z001,4202211050,ILES AUX PANTHERES,279,CANVAS,,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|ILESAUXPANTHERES|1623579279|279|CANVAS|02||||,,12,N
5847,admin,2015/12/28 오전 10:40:16.969000,admin,2017/01/19 오전 0:00:10.755000,4,,,,MDM ,,,1,,000814003868,EA,14,1410,141015,0008,041|0,Z001,4202211050,ILES AUX PANTHERES,313,CANVAS,,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|ILESAUXPANTHERES|1623579313|313|CANVAS|02||||,,12,N
5849,admin,2015/12/28 오전 10:40:16.969000,admin,2017/01/19 오전 0:00:10.760000,4,,,,MDM ,,,1,,000814003869,EA,14,1430,143011,0008,041|0,Z001,4202111020,LE PLIAGE,017,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143011|0008|LEPLIAGE|1624089017|017|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5851,admin,2015/12/28 오전 10:40:16.970000,admin,2017/01/19 오전 0:00:10.766000,4,,,,MDM ,,,1,,000814003870,EA,14,1430,143011,0008,041|0,Z001,4202111020,LE PLIAGE,018,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143011|0008|LEPLIAGE|1624089018|018|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5853,admin,2015/12/28 오전 10:40:16.970000,admin,2017/01/19 오전 0:00:10.771000,4,,,,MDM ,,,1,,000814003872,EA,14,1430,143011,0008,041|0,Z001,4202111020,LE PLIAGE,174,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,ZZ,0,KG,0,0,0,,0,,,,,,,101|101,101|101|104,,,104|114,,,,,,,,,,,114|105,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143011|0008|LEPLIAGE|1624089174|174|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5855,admin,2015/12/28 오전 10:40:16.970000,admin,2017/01/19 오전 0:00:10.777000,4,,,,MDM ,,,1,,000814003878,EA,14,1410,141015,0008,041|0,Z001,4202211050,TRIBU LONGCHAMP TOILE,213,CANVAS,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|TRIBULONGCHAMPTOILE|1630581213|213|CANVAS|02||||,,12,N
5857,admin,2015/12/28 오전 10:40:16.971000,admin,2017/01/19 오전 0:00:10.782000,4,,,,MDM ,,,1,,000814003879,EA,14,1410,141015,0008,041|0,Z001,4202211050,TRIBU LONGCHAMP TOILE,292,CANVAS,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|TRIBULONGCHAMPTOILE|1630581292|292|CANVAS|02||||,,12,N
5859,admin,2015/12/28 오전 10:40:16.971000,admin,2017/01/19 오전 0:00:10.788000,4,,,,MDM ,,,1,,000814003880,EA,14,1410,141015,0008,041|0,Z001,4202211050,LE PLIAGE CUIR,018,LEATHER,,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LEPLIAGECUIR|1630737018|018|LEATHER|02||||,,12,N
5861,admin,2015/12/28 오전 10:40:16.971000,admin,2017/01/19 오전 0:00:10.794000,4,,,,MDM ,,,1,,000814003881,EA,14,1410,141015,0008,041|0,Z001,4202211050,LE PLIAGE CUIR,174,LEATHER,,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|LEPLIAGECUIR|1630737174|174|LEATHER|02||||,,12,N
5863,admin,2015/12/28 오전 10:40:16.971000,admin,2017/01/19 오전 0:00:10.799000,4,,,,MDM ,,,1,,000814003884,EA,14,1430,143011,0008,041|0,Z001,4202111020,LE PLIAGE,001,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143011|0008|LEPLIAGE|1659089001|001|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5865,admin,2015/12/28 오전 10:40:16.972000,admin,2017/01/19 오전 0:00:10.805000,4,,,,MDM ,,,1,,000814003894,EA,14,1430,143012,0008,041|0,Z001,4202111030,LE PLIAGE,174,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,ZZ,0,KG,0,0,0,,0,,,,,,,101|101,101|101|105,,,104|114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143012|0008|LEPLIAGE|1699089174|174|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5867,admin,2015/12/28 오전 10:40:16.972000,admin,2017/01/19 오전 0:00:10.811000,4,,,,MDM ,,,1,,000814003895,EA,14,1430,143012,0008,041|0,Z001,4202111030,LE PLIAGE,279,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,143012|0008|LEPLIAGE|1699089279|279|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5869,admin,2015/12/28 오전 10:40:16.972000,admin,2017/01/19 오전 0:00:10.816000,4,,,,MDM ,,,1,,000814003897,EA,14,1410,141015,0008,041|0,Z001,4202211050,VEAU FOULONNE,461,CALF,,,,,02,04,0000,036|N,037|Y,038|N,ZZ,0,KG,0,0,0,,0,,,,,,,101|101,101|101|102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141015|0008|VEAUFOULONNE|1827021461|461|CALF|02||||,,12,N
5871,admin,2015/12/28 오전 10:40:16.972000,admin,2017/01/19 오전 0:00:10.822000,4,,,,MDM ,,,1,,000814003902,EA,14,1410,141012,0008,041|0,Z001,4202211090,VEAU FOULONNE,047,CALF,,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|VEAUFOULONNE|1882021047|047|CALF|02||||,,12,N
5873,admin,2015/12/28 오전 10:40:16.973000,admin,2017/01/19 오전 0:00:10.828000,4,,,,MDM ,,,1,,000814003905,EA,14,1410,141012,0008,041|0,Z001,4202211090,VEAU FOULONNE,504,CALF,,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|VEAUFOULONNE|1882021504|504|CALF|02||||,,12,N
5885,admin,2015/12/28 오전 10:40:16.973000,admin,2017/01/19 오전 0:00:10.509000,4,,,,MDM ,,,1,,000814003906,EA,14,1410,141012,0008,041|0,Z001,4202211090,VEAU FOULONNE,608,CALF,,,,,02,04,0000,036|N,037|N,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|VEAUFOULONNE|1882021608|608|CALF|02||||,,12,N
5887,admin,2015/12/28 오전 10:40:16.973000,admin,2017/01/19 오전 0:00:10.515000,4,,,,MDM ,,,1,,000814003909,EA,14,1410,141012,0008,041|0,Z001,4202211090,LE PLIAGE,017,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|LEPLIAGE|1899089017|017|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
5889,admin,2015/12/28 오전 10:40:16.974000,admin,2017/01/19 오전 0:00:10.521000,4,,,,MDM ,,,1,,000814003910,EA,14,1410,141012,0008,041|0,Z001,4202211090,LE PLIAGE,018,PVC(POLYVINYL CHLORIDE),,,,,02,04,0000,036|N,037|Y,038|N,,0,KG,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,01-14-2014 00:00:00,11-04-2015 00:00:00,RFC_MDM_E,S22982,141012|0008|LEPLIAGE|1899089018|018|PVC(POLYVINYLCHLORIDE)|02||||,,12,N
